index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
352,0.72,Ideal,E,SI1,61.0,57.0,5.78,5.8,3.53,2023
353,0.75,Premium,F,VS2,59.6,59.0,6.04,5.94,3.57,2023
354,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2023
355,0.7,Ideal,E,VS1,61.8,56.0,5.74,5.69,3.53,2023
356,0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,2023
357,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,2023
358,0.7,Premium,F,VS2,62.3,58.0,5.72,5.64,3.54,2023
359,0.7,Premium,F,VS2,61.7,58.0,5.69,5.63,3.49,2023
360,0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,2023
361,0.7,Premium,F,VS2,60.9,61.0,5.71,5.66,3.46,2023
362,0.7,Premium,G,VS1,63.0,60.0,5.64,5.57,3.53,2023
363,0.74,Very Good,E,SI1,60.0,57.0,5.85,5.89,3.52,2023
364,0.7,Ideal,F,VS1,61.6,54.0,5.75,5.72,3.53,2023
365,0.71,Premium,F,VS1,59.1,61.0,5.84,5.81,3.44,2023
366,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,2023
367,0.7,Ideal,F,VS1,62.4,53.0,5.73,5.71,3.57,2023
368,0.73,Ideal,G,VS2,61.8,54.0,5.8,5.82,3.59,2023
369,0.71,Premium,G,VVS2,60.3,58.0,5.82,5.78,3.5,2023
370,0.71,Premium,F,VS1,59.2,58.0,5.87,5.82,3.46,2023
371,0.79,Premium,G,VS2,59.3,62.0,6.09,6.01,3.59,2023
372,0.71,Premium,F,VS1,62.7,59.0,5.7,5.62,3.55,2023
373,0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2023
374,0.71,Premium,F,VS2,59.3,56.0,5.88,5.82,3.47,2023
375,0.7,Premium,H,VVS1,59.2,60.0,5.87,5.78,3.45,2023
376,0.73,Premium,F,VS2,60.3,59.0,5.9,5.87,3.55,2023
377,0.71,Very Good,D,VS1,63.4,55.0,5.69,5.61,3.58,2023
378,0.73,Very Good,D,SI1,63.9,57.0,5.66,5.71,3.63,2023
379,0.82,Ideal,F,SI2,62.3,56.0,5.96,6.02,3.73,2023
380,0.52,Ideal,F,VVS1,61.2,56.0,5.19,5.21,3.18,2023
381,1.0,Premium,F,I1,58.9,60.0,6.6,6.55,3.87,2023
382,0.95,Fair,G,SI1,66.7,56.0,6.16,6.03,4.06,2023
383,0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,2023
384,0.73,Premium,F,VS2,59.9,59.0,5.87,5.77,3.5,2023
385,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,2023
386,0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,2023
387,0.7,Premium,F,VS2,58.7,61.0,5.8,5.72,3.38,2023
388,0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2023
389,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2023
390,0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74,2023
391,0.71,Very Good,D,SI1,61.5,58.0,5.73,5.79,3.54,2023
392,0.73,Ideal,G,VVS2,61.3,57.0,5.81,5.84,3.57,2023
393,0.73,Very Good,F,VS1,61.8,59.0,5.73,5.79,3.56,2023
394,0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2023
395,0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2023
396,0.73,Very Good,E,SI1,57.7,61.0,5.92,5.96,3.43,2023
397,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2023
398,0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2023
399,0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44,2023
400,0.79,Ideal,D,SI1,61.5,56.0,5.96,5.91,3.65,2023
401,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,2023
402,0.73,Ideal,E,SI1,59.1,59.0,5.92,5.95,3.51,2023
403,0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,2023
404,0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2023
405,0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2023
406,0.75,Fair,D,SI2,64.6,57.0,5.74,5.72,3.7,2023
407,0.79,Good,E,SI1,64.1,54.0,5.86,5.84,3.75,2023
408,0.7,Ideal,F,VS2,60.8,59.0,5.69,5.79,3.49,2023
409,1.2,Very Good,H,I1,63.1,60.0,6.75,6.67,4.23,2023
410,0.8,Very Good,F,SI1,63.4,57.0,5.89,5.82,3.71,2023
411,0.66,Ideal,D,VS1,62.1,56.0,5.54,5.57,3.45,2023
412,0.87,Very Good,F,SI2,61.0,63.0,6.22,6.07,3.75,2023
413,0.74,Ideal,F,SI1,61.0,57.0,5.85,5.81,3.56,2023
414,0.74,Ideal,G,SI1,61.3,55.0,5.85,5.86,3.59,2023
415,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2023
416,0.82,Premium,I,VS1,61.9,58.0,5.99,5.97,3.7,2023
417,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2023
418,1.12,Premium,H,I1,59.1,61.0,6.78,6.75,4.0,2023
419,0.91,Good,J,VS2,64.2,58.0,6.12,6.09,3.92,2023
420,0.91,Fair,H,SI1,65.8,58.0,6.04,6.01,3.96,2023
421,0.73,Very Good,F,VS2,62.5,57.0,5.7,5.75,3.58,2023
422,1.03,Good,J,SI1,63.6,57.0,6.38,6.29,4.03,2023
423,0.98,Fair,E,SI2,53.3,67.0,6.82,6.74,3.61,2023
424,0.6,Ideal,F,VVS2,60.8,57.0,5.44,5.49,3.32,2023
425,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2023
426,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2023
427,0.26,Ideal,E,VS1,62.3,57.0,4.05,4.08,2.53,2023
428,0.26,Ideal,E,VS1,62.1,56.0,4.09,4.12,2.55,2023
429,0.36,Ideal,H,SI1,61.9,55.0,4.57,4.59,2.83,2023
430,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,2023
431,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,2023
432,0.31,Ideal,I,VVS1,61.6,55.0,4.36,4.41,2.7,2023
433,0.31,Ideal,I,VVS1,61.3,56.0,4.36,4.38,2.68,2023
434,0.31,Ideal,I,VVS1,62.3,54.0,4.37,4.4,2.73,2023
435,0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,2.7,2023
436,0.31,Ideal,H,VS1,61.8,54.2,4.33,4.37,2.69,2023
437,0.33,Premium,G,SI2,59.4,59.0,4.52,4.5,2.68,2023
438,0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,2023
439,0.33,Premium,G,SI2,62.6,58.0,4.42,4.4,2.76,2023
440,0.33,Ideal,G,SI2,61.9,56.0,4.45,4.41,2.74,2023
441,0.33,Premium,J,VS1,62.8,58.0,4.41,4.38,2.76,2023
442,0.33,Premium,J,VS1,61.5,61.0,4.46,4.39,2.72,2023
443,0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,2023
444,1.0,Fair,H,SI2,66.1,56.0,6.21,5.97,4.04,2023
445,0.77,Premium,F,SI1,60.8,59.0,5.92,5.86,3.58,2023
446,0.77,Premium,F,SI1,61.0,58.0,5.94,5.9,3.61,2023
447,0.7,Good,E,VVS2,60.1,63.0,5.68,5.71,3.42,2023
448,0.9,Very Good,G,SI2,63.1,58.0,6.08,6.02,3.82,2023
449,0.72,Ideal,E,SI1,62.3,57.0,5.76,5.7,3.57,2023
450,0.72,Premium,E,SI1,62.1,58.0,5.76,5.73,3.57,2023
451,0.7,Ideal,G,VVS2,62.1,56.0,5.63,5.71,3.52,2023
452,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,2023
453,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2023
454,0.71,Very Good,E,VS2,63.5,59.0,5.68,5.59,3.58,2023
455,0.76,Ideal,E,SI1,62.7,54.0,5.88,5.83,3.67,2023
456,0.73,Ideal,D,SI1,61.5,56.0,5.84,5.8,3.58,2023
457,0.71,Premium,D,VS2,60.4,62.0,5.74,5.72,3.46,2023
458,0.9,Fair,G,SI2,64.5,56.0,6.06,6.0,3.89,2023
459,0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2023
460,0.7,Ideal,D,VS2,61.0,57.0,5.76,5.74,3.51,2023
461,0.77,Premium,F,VS1,60.9,60.0,5.91,5.88,3.59,2023
462,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,2023
463,0.7,Premium,D,VS2,59.6,61.0,5.8,5.77,3.45,2023
464,0.83,Premium,E,SI2,59.2,60.0,6.17,6.12,3.64,2023
465,0.71,Very Good,F,VS2,61.3,61.0,5.68,5.73,3.5,2023
466,0.9,Very Good,J,SI2,63.6,58.0,6.07,6.1,3.87,2023
467,0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,2023
468,0.71,Premium,D,VS1,62.9,57.0,5.66,5.6,3.54,2023
469,0.62,Ideal,G,VVS2,61.6,56.0,5.45,5.48,3.37,2023
470,0.62,Fair,F,IF,60.1,61.0,5.53,5.56,3.33,2023
471,0.82,Premium,E,SI2,61.7,59.0,6.01,5.98,3.7,2023
472,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,2023
473,0.7,Very Good,D,SI1,62.5,55.0,5.67,5.72,3.56,2023
474,0.8,Very Good,F,SI1,62.6,58.0,5.9,5.92,3.7,2023
475,0.8,Very Good,D,SI2,62.5,59.0,5.88,5.92,3.69,2023
476,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2023
477,0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35,2023
478,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,2023
479,0.7,Premium,E,VS2,59.5,59.0,5.82,5.77,3.45,2023
480,1.22,Premium,E,I1,60.9,57.0,6.93,6.88,4.21,2023
481,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,2023
482,0.73,Premium,E,VS2,62.5,61.0,5.78,5.64,3.59,2023
483,0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9,2023
484,0.71,Ideal,D,SI1,60.8,56.0,5.8,5.77,3.52,2023
485,0.71,Premium,D,SI1,61.0,61.0,5.82,5.75,3.53,2023
486,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47,2023
487,0.71,Premium,D,SI1,61.7,56.0,5.8,5.68,3.54,2023
488,0.71,Premium,D,SI1,61.4,58.0,5.79,5.75,3.54,2023
489,0.91,Premium,J,SI1,59.5,62.0,6.4,6.18,3.74,2023
490,0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2023
491,0.71,Premium,E,SI1,59.1,61.0,5.84,5.8,3.44,2023
492,0.72,Premium,E,SI1,60.9,60.0,5.78,5.74,3.51,2023
493,0.71,Ideal,E,VS2,61.0,55.0,5.79,5.75,3.52,2023
494,0.73,Premium,D,SI1,60.8,55.0,5.87,5.81,3.55,2023
495,0.56,Very Good,D,VVS1,62.0,56.0,5.25,5.3,3.27,2023
496,0.71,Ideal,E,VS1,62.2,55.0,5.74,5.7,3.56,2023
497,0.7,Ideal,H,VVS1,62.3,58.0,5.66,5.7,3.54,2023
498,0.71,Ideal,H,VVS1,60.4,57.0,5.78,5.81,3.5,2023
499,0.82,Ideal,F,SI2,61.7,53.0,6.12,6.0,3.74,2023
500,0.8,Ideal,G,SI1,61.3,57.0,5.96,5.91,3.64,2023
501,0.96,Fair,F,SI2,68.2,61.0,6.07,5.88,4.1,2023
502,0.62,Ideal,G,IF,60.5,57.0,5.52,5.56,3.35,2023
503,1.08,Premium,D,I1,61.9,60.0,6.55,6.48,4.03,2023
504,0.62,Ideal,G,IF,61.8,56.0,5.43,5.47,3.37,2023
505,0.73,Ideal,G,VVS2,61.3,57.0,5.84,5.81,3.57,2023
506,0.72,Ideal,H,VVS2,60.9,57.0,5.79,5.77,3.52,2023
507,0.52,Premium,F,VVS2,61.8,60.0,5.16,5.13,3.18,2023
508,0.83,Ideal,E,SI2,62.2,57.0,6.0,6.05,3.75,2023
509,0.64,Premium,E,VVS2,62.1,58.0,5.56,5.51,3.44,2023
510,0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2023
511,0.73,Premium,E,VS1,61.3,59.0,5.81,5.78,3.55,2023
512,1.04,Premium,I,I1,61.6,61.0,6.47,6.45,3.98,2023
513,0.73,Very Good,E,SI1,61.3,58.0,5.76,5.83,3.55,2023
514,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2023
515,0.75,Ideal,I,SI1,61.8,55.0,5.83,5.85,3.61,2023
516,0.7,Good,D,SI1,62.5,56.7,5.59,5.62,3.51,2023
517,1.02,Ideal,I,I1,61.7,56.0,6.44,6.49,3.99,2023
518,0.7,Ideal,D,SI1,60.7,56.0,5.72,5.75,3.48,2023
519,0.7,Very Good,D,SI1,60.2,60.0,5.75,5.82,3.48,2023
520,0.72,Very Good,E,VS2,58.3,57.0,5.89,5.94,3.45,2023
521,0.74,Ideal,E,SI1,62.3,58.0,5.74,5.78,3.59,2023
522,0.84,Good,G,SI1,65.1,55.0,5.88,5.97,3.86,2023
523,0.77,Very Good,E,SI1,63.2,58.0,5.8,5.84,3.68,2023
524,0.76,Ideal,E,SI2,62.8,56.0,5.78,5.82,3.64,2023
525,1.0,Ideal,I,SI2,61.7,56.0,6.45,6.41,3.97,2023
526,1.0,Fair,H,SI1,65.5,62.0,6.14,6.07,4.0,2023
527,0.9,Fair,I,SI1,65.7,58.0,6.03,6.0,3.95,2023
528,0.9,Premium,J,SI1,61.8,58.0,6.16,6.13,3.8,2023
529,0.9,Fair,I,SI1,65.8,56.0,6.01,5.96,3.94,2023
530,0.9,Premium,J,SI1,60.9,61.0,6.26,6.22,3.8,2023
531,0.78,Premium,F,VS2,62.6,58.0,5.91,5.82,3.67,2023
532,0.71,Premium,D,VS2,61.2,59.0,5.69,5.74,3.5,2023
533,0.7,Premium,F,VS1,59.0,59.0,5.79,5.77,3.41,2023
534,0.7,Ideal,F,VS1,61.0,55.0,5.77,5.73,3.51,2023
535,0.7,Ideal,F,VS1,62.4,56.0,5.69,5.65,3.54,2023
536,0.7,Premium,G,VVS2,62.9,59.0,5.68,5.61,3.55,2023
537,1.0,Fair,H,SI2,67.7,60.0,6.11,5.98,4.09,2023
538,0.77,Ideal,H,SI1,62.4,56.0,5.84,5.9,3.66,2023
539,1.0,Fair,J,VS1,65.5,55.0,6.3,6.25,4.11,2023
540,0.79,Premium,E,VS2,60.6,53.0,6.04,5.98,3.64,2023
541,0.72,Very Good,H,VS1,62.2,54.0,5.74,5.76,3.57,2023
542,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2023
543,0.74,Ideal,G,VS2,62.3,55.0,5.8,5.83,3.62,2023
544,0.79,Very Good,F,SI1,62.7,60.0,5.82,5.89,3.67,2023
545,0.71,Ideal,I,VS2,61.5,55.0,5.76,5.78,3.55,2023
546,0.79,Ideal,F,SI1,62.8,56.0,5.88,5.9,3.7,2023
547,0.63,Premium,E,IF,60.3,62.0,5.55,5.53,3.34,2023
548,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,2023
549,0.71,Premium,F,VS1,62.7,58.0,5.71,5.67,3.57,2023
550,0.84,Ideal,G,SI2,61.0,56.0,6.13,6.1,3.73,2023
551,0.84,Ideal,G,SI2,62.3,55.0,6.08,6.03,3.77,2023
552,0.72,Fair,F,VS1,56.9,69.0,5.93,5.77,3.33,2023
553,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,2023
554,0.92,Very Good,J,SI2,58.7,61.0,6.34,6.43,3.75,2023
555,0.74,Very Good,D,SI1,63.9,57.0,5.72,5.74,3.66,2023
556,0.71,Very Good,E,VS2,60.0,59.0,5.84,5.83,3.5,2023
557,0.7,Very Good,H,IF,62.8,56.0,5.62,5.65,3.54,2023
558,0.54,Ideal,F,VVS1,61.8,56.0,5.23,5.26,3.24,2023
559,0.73,Premium,F,VS2,59.9,58.0,5.87,5.84,3.51,2023
560,0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2023
561,0.72,Ideal,D,SI1,61.8,56.0,5.75,5.81,3.57,2023
562,0.9,Good,H,SI2,62.7,64.0,6.09,6.0,3.79,2023
563,0.9,Fair,H,SI2,65.0,61.0,6.01,5.96,3.89,2023
564,1.03,Fair,I,SI2,65.3,55.0,6.32,6.27,4.11,2023
565,0.84,Very Good,F,SI1,63.8,57.0,5.95,6.0,3.81,2023
566,0.77,Ideal,D,SI2,61.5,55.0,5.9,5.93,3.64,2023
567,0.8,Fair,E,SI1,56.3,63.0,6.22,6.14,3.48,2023
568,0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,2023
569,0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2023
570,0.72,Ideal,E,SI1,62.7,55.0,5.64,5.69,3.55,2023
571,0.71,Very Good,D,SI1,62.4,54.0,5.71,5.79,3.59,2023
572,0.7,Premium,E,VS1,62.6,59.0,5.66,5.69,3.55,2023
573,0.79,Ideal,I,VS1,61.7,59.0,5.93,5.96,3.67,2023
574,0.72,Very Good,G,VVS2,62.5,58.0,5.68,5.72,3.56,2023
575,0.7,Very Good,E,VS2,63.5,54.0,5.62,5.66,3.58,2023
576,0.7,Very Good,F,VS1,62.2,58.0,5.64,5.75,3.54,2023
577,0.9,Good,H,SI2,63.5,58.0,6.09,6.14,3.88,2023
578,0.5,Ideal,E,VVS2,62.2,54.0,5.08,5.12,3.17,2023
579,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2023
580,0.77,Premium,F,VS2,61.8,56.0,5.94,5.9,3.66,2023
581,0.77,Premium,E,SI1,59.8,61.0,5.99,5.95,3.57,2023
582,0.8,Ideal,F,SI1,61.5,54.0,6.07,6.0,3.71,2023
583,0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,2023
584,0.8,Premium,F,SI1,61.5,60.0,5.97,5.94,3.66,2023
585,0.8,Good,F,SI1,63.8,59.0,5.87,5.83,3.73,2023
586,0.66,Ideal,G,VVS1,61.5,56.0,5.61,5.58,3.44,2023
587,0.71,Very Good,E,VS2,61.2,58.0,5.71,5.79,3.52,2023
588,0.71,Ideal,F,VS2,61.2,56.0,5.73,5.77,3.52,2023
589,0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2023
590,0.72,Ideal,D,SI1,61.1,56.0,5.78,5.81,3.54,2023
591,0.71,Good,D,VS2,62.3,61.0,5.7,5.73,3.56,2023
592,0.86,Ideal,H,SI2,61.8,55.0,6.12,6.14,3.79,2023
593,1.19,Fair,H,I1,65.1,59.0,6.62,6.55,4.29,2023
594,0.71,Very Good,F,VS1,62.6,55.0,5.66,5.71,3.56,2023
595,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2023
596,0.7,Very Good,H,VVS1,59.2,60.0,5.87,5.78,3.45,2023
597,0.8,Ideal,G,SI2,62.5,55.0,5.89,5.92,3.69,2023
598,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2023
599,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,2023
600,0.82,Premium,G,SI1,59.9,59.0,6.09,6.06,3.64,2023
601,0.81,Ideal,G,SI2,62.2,57.0,5.96,6.0,3.72,2023
602,0.76,Ideal,F,SI1,61.4,56.0,5.88,5.92,3.62,2023
603,0.71,Very Good,G,VS2,60.9,56.0,5.75,5.78,3.51,2023
604,0.77,Very Good,G,VS2,61.3,60.0,5.81,5.91,3.59,2023
605,0.53,Ideal,F,VVS1,61.6,56.0,5.18,5.24,3.21,2023
606,0.79,Ideal,D,SI1,61.5,56.0,5.91,5.96,3.65,2023
607,0.73,Ideal,E,SI2,61.5,55.0,5.82,5.86,3.59,2023
608,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2023
609,0.77,Premium,E,SI1,60.9,58.0,5.94,5.88,3.6,2023
610,1.01,Very Good,I,I1,63.1,57.0,6.39,6.35,4.02,2023
611,1.01,Ideal,I,I1,61.5,57.0,6.46,6.45,3.97,2023
612,0.76,Premium,E,SI1,61.1,58.0,5.91,5.85,3.59,2023
613,0.72,Ideal,E,SI1,62.5,55.0,5.69,5.74,3.57,2023
614,0.72,Good,F,VS1,59.4,61.0,5.82,5.89,3.48,2023
615,0.74,Premium,D,VS2,61.8,58.0,5.81,5.77,3.58,2023
616,0.98,Good,H,SI2,57.9,56.0,6.51,6.47,3.76,2023
617,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2023
618,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2023
619,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2023
620,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2023
621,0.7,Good,G,VVS1,59.9,61.0,5.75,5.81,3.46,2023
622,0.72,Premium,D,VS1,62.7,58.0,5.68,5.65,3.55,2023
623,0.8,Premium,F,SI1,62.7,58.0,5.91,5.93,3.71,2023
624,0.81,Ideal,E,SI2,63.0,56.0,5.95,5.9,3.73,2023
625,0.74,Ideal,E,VS2,61.9,57.0,5.81,5.78,3.59,2023
626,0.73,Premium,E,VS2,62.0,60.0,5.76,5.73,3.56,2023
627,0.73,Ideal,E,VS2,61.4,55.0,5.82,5.8,3.57,2023
628,0.75,Ideal,G,SI1,61.6,55.0,5.82,5.86,3.6,2023
629,0.71,Premium,E,VS2,59.6,60.0,5.85,5.8,3.47,2023
630,0.75,Premium,D,SI1,62.8,60.0,5.78,5.74,3.62,2023
631,0.79,Very Good,F,SI1,63.0,54.0,5.91,5.94,3.73,2023
632,0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,2023
633,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2023
634,0.62,Ideal,E,VVS2,62.0,56.0,5.48,5.52,3.41,2023
635,0.7,Very Good,G,VVS2,59.3,62.0,5.78,5.82,3.44,2023
636,0.86,Very Good,I,VS1,61.2,58.0,6.1,6.16,3.75,2023
637,0.91,Premium,J,SI1,62.8,59.0,6.19,6.14,3.87,2023
638,0.74,Very Good,D,VS2,62.4,57.0,5.74,5.8,3.6,2023
639,0.8,Ideal,I,VS1,62.2,58.0,5.92,5.95,3.69,2023
640,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2023
641,0.61,Ideal,E,VVS2,62.4,53.9,5.42,5.43,3.38,2023
642,0.61,Ideal,E,VVS2,62.1,54.2,5.43,5.45,3.38,2023
643,0.72,Ideal,H,VVS1,62.8,57.0,5.68,5.72,3.58,2023
644,0.7,Ideal,F,VS2,62.3,53.0,5.69,5.73,3.56,2023
645,0.71,Ideal,F,VS1,61.9,56.0,5.7,5.74,3.54,2023
646,0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58,2023
647,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,2023
648,0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,2023
649,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,2023
650,0.25,Good,F,VS1,63.6,57.0,4.04,4.01,2.56,2023
651,0.25,Premium,E,VS1,61.5,60.0,4.04,4.02,2.48,2023
652,0.31,Premium,I,VS2,60.8,58.0,4.37,4.34,2.65,2023
653,0.31,Very Good,I,VS2,63.2,55.0,4.4,4.3,2.75,2023
654,0.31,Premium,I,VS2,62.3,57.0,4.35,4.32,2.7,2023
655,0.31,Premium,H,SI1,58.7,60.0,4.47,4.43,2.61,2023
656,0.31,Premium,H,SI1,62.7,58.0,4.34,4.31,2.71,2023
657,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,2023
658,0.31,Ideal,I,VS2,59.9,57.0,4.4,4.38,2.63,2023
659,0.31,Premium,I,VS2,60.7,61.0,4.34,4.32,2.63,2023
660,0.31,Premium,I,VS2,62.3,60.0,4.32,4.31,2.69,2023
661,0.31,Premium,H,SI1,61.7,59.0,4.39,4.36,2.7,2023
662,0.31,Premium,H,SI1,61.0,61.0,4.39,4.33,2.66,2023
663,0.31,Premium,H,SI1,62.4,57.0,4.35,4.31,2.7,2023
664,0.31,Premium,H,SI1,62.8,58.0,4.32,4.28,2.7,2023
665,0.31,Premium,E,SI2,60.9,60.0,4.38,4.35,2.66,2023
666,0.82,Very Good,H,SI1,63.6,56.0,5.9,5.95,3.77,2023
667,0.73,Ideal,I,VS1,61.5,55.0,5.8,5.84,3.58,2023
668,0.7,Premium,D,VS2,61.0,60.0,5.75,5.7,3.49,2023
669,0.7,Premium,D,VS2,60.9,57.0,5.71,5.69,3.47,2023
670,0.59,Ideal,E,VVS2,61.1,57.0,5.39,5.41,3.3,2023
671,0.71,Ideal,G,VS2,60.6,56.0,5.76,5.8,3.5,2023
672,0.77,Good,F,VS2,60.3,61.0,5.89,5.96,3.57,2023
673,0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2023
674,1.0,Fair,I,SI1,66.0,56.0,6.31,6.24,4.13,2023
675,1.0,Fair,H,SI2,67.0,55.0,6.25,6.12,4.16,2023
676,0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,2023
677,0.71,Premium,D,SI1,60.6,58.0,5.77,5.79,3.5,2023
678,0.71,Very Good,D,SI1,61.7,56.0,5.68,5.8,3.54,2023
679,0.71,Ideal,D,SI1,61.7,57.0,5.7,5.75,3.53,2023
680,0.83,Premium,E,SI1,62.2,59.0,6.05,5.97,3.74,2023
681,0.85,Ideal,G,SI2,62.0,57.0,6.1,6.02,3.76,2023
682,0.73,Ideal,E,SI1,61.4,58.0,5.76,5.8,3.55,2023
683,0.83,Very Good,I,VS2,62.0,55.0,6.03,6.06,3.74,2023
684,0.77,Very Good,G,SI1,63.6,57.0,5.79,5.88,3.71,2023
685,0.8,Very Good,G,SI2,62.0,55.0,5.94,6.01,3.7,2023
686,0.71,Ideal,F,VS2,62.2,56.0,5.74,5.71,3.56,2023
687,0.73,Very Good,H,VS1,60.8,57.0,5.8,5.83,3.54,2023
688,0.7,Ideal,E,VS2,62.5,58.0,5.63,5.67,3.53,2023
689,0.8,Very Good,H,VS2,61.2,53.0,5.98,6.05,3.68,2023
690,0.71,Ideal,H,VVS1,62.1,54.0,5.7,5.76,3.56,2023
691,0.72,Ideal,I,VS2,61.8,55.0,5.75,5.79,3.56,2023
692,0.83,Very Good,D,SI2,63.1,57.0,5.95,5.9,3.74,2023
693,0.72,Very Good,G,VS1,60.5,57.0,5.8,5.83,3.52,2023
694,0.8,Very Good,H,SI1,62.5,56.0,5.92,5.96,3.71,2023
695,0.73,Ideal,H,VS1,61.9,55.0,5.79,5.76,3.58,2023
696,0.73,Ideal,G,VVS2,61.9,55.0,5.83,5.77,3.59,2023
697,0.71,Premium,E,VS1,59.7,57.0,5.87,5.78,3.48,2023
698,0.72,Ideal,F,SI1,61.0,55.0,5.78,5.85,3.55,2023
699,0.71,Ideal,F,VS1,62.6,55.0,5.71,5.67,3.56,2023
700,0.74,Very Good,H,VVS2,60.5,60.0,5.79,5.81,3.51,2023
701,0.71,Very Good,E,VS2,60.7,60.0,5.75,5.78,3.5,2023
702,0.9,Fair,I,VS2,64.1,66.0,6.04,5.98,3.85,2023
703,0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,2023
